CVE_SUN	CVE_ENT	CVE_MUN	CVE_SUNMUN	NOM_ENT	NOM_MUN	NOM_SUN	TIPO_SUN
95	16	16102	9516102	Michoacán de Ocampo	Uruapan	Uruapan	2
98	16	16112	9816112	Michoacán de Ocampo	Zitácuaro	Zitácuaro	2
104	20	20184	10420184	Oaxaca	San Juan Bautista Tuxtepec	San Juan Bautista Tuxtepec	2
106	21	21004	10621004	Puebla	Acatzingo	Acatzingo de Hidalgo	2
106	21	21038	10621038	Puebla	Cuapiaxtla de Madero	Acatzingo de Hidalgo	2
106	21	21118	10621118	Puebla	Los Reyes de Juárez	Acatzingo de Hidalgo	2
111	21	21071	11121071	Puebla	Huauchinango	Huauchinango	2
119	23	23004	11923004	Quintana Roo	Othón P. Blanco	Chetumal	2
121	26	26018	12126018	Sonora	Cajeme	Ciudad Obregón	2
123	27	27002	12327002	Tabasco	Cárdenas	Cárdenas	2
127	29	29013	12729013	Tlaxcala	Huamantla	Huamantla	2
132	30	30023	13230023	Veracruz de Ignacio de la Llave	Atzalan	Martínez de la Torre	2
132	30	30102	13230102	Veracruz de Ignacio de la Llave	Martínez de la Torre	Martínez de la Torre	2
134	30	30189	13430189	Veracruz de Ignacio de la Llave	Tuxpan	Túxpam de Rodríguez Cano	2
137	32	32010	13732010	Zacatecas	Fresnillo	Fresnillo	2
144	3	3003	14403003	Baja California Sur	La Paz	La Paz	3
145	4	4003	14504003	Campeche	Carmen	Ciudad del Carmen	3
148	5	5002	14805002	Coahuila de Zaragoza	Acuña	Ciudad Acuña	3
154	5	5028	15405028	Coahuila de Zaragoza	Sabinas	Sabinas	3
160	7	7019	16007019	Chiapas	Comitán de Domínguez	Comitán de Domínguez	3
172	7	7078	17207078	Chiapas	San Cristóbal de las Casas	San Cristóbal de las Casas	3
180	8	8017	18008017	Chihuahua	Cuauhtémoc	Cuauhtémoc	3
181	8	8021	18108021	Chihuahua	Delicias	Delicias	3
182	8	8032	18208032	Chihuahua	Hidalgo del Parral	Hidalgo del Parral	3
186	8	8050	18608050	Chihuahua	Nuevo Casas Grandes	Nuevo Casas Grandes	3
188	10	10005	18810005	Durango	Durango	Victoria de Durango	3
194	11	11002	19411002	Guanajuato	Acámbaro	Acámbaro	3
195	11	11003	19511003	Guanajuato	San Miguel de Allende	San Miguel de Allende	3
197	11	11011	19711011	Guanajuato	Cortazar	Cortazar	3
198	11	11014	19811014	Guanajuato	Dolores Hidalgo Cuna de la Independencia Nacional	Dolores Hidalgo Cuna de la Independencia	3
201	11	11027	20111027	Guanajuato	Salamanca	Salamanca	3
205	11	11042	20511042	Guanajuato	Valle de Santiago	Valle de Santiago	3
211	12	12035	21112035	Guerrero	Iguala de la Independencia	Iguala de la Independencia	3
212	12	12038	21212038	Guerrero	Zihuatanejo de Azueta	Zihuatanejo	3
215	12	12055	21512055	Guerrero	Taxco de Alarcón	Taxco de Alarcón	3
224	14	14008	22414008	Jalisco	Arandas	Arandas	3
228	14	14023	22814023	Jalisco	Zapotlán el Grande	Ciudad Guzmán	3
234	14	14053	23414053	Jalisco	Lagos de Moreno	Lagos de Moreno	3
242	14	14093	24214093	Jalisco	Tepatitlán de Morelos	Tepatitlán de Morelos	3
252	16	16006	25216006	Michoacán de Ocampo	Apatzingán	Apatzingán de la Constitución	3
254	16	16034	25416034	Michoacán de Ocampo	Hidalgo	Ciudad Hidalgo	3
260	16	16066	26016066	Michoacán de Ocampo	Pátzcuaro	Pátzcuaro	3
264	16	16076	26416076	Michoacán de Ocampo	Sahuayo	Sahuayo de Morelos	3
268	16	16107	26816107	Michoacán de Ocampo	Zacapu	Zacapu	3
281	19	19033	28119033	Nuevo León	Linares	Linares	3
286	20	20039	28620039	Oaxaca	Heroica Ciudad de Huajuapan de León	Heroica Ciudad de Huajuapan de León	3
287	20	20043	28720043	Oaxaca	Heroica Ciudad de Juchitán de Zaragoza	Heroica Ciudad de Juchitán de Zaragoza	3
294	21	21019	29421019	Puebla	Atlixco	Atlixco	3
301	22	22016	30122016	Querétaro	San Juan del Río	San Juan del Río	3
303	23	23001	30323001	Quintana Roo	Cozumel	Cozumel	3
305	23	23008	30523008	Quintana Roo	Solidaridad	Playa del Carmen	3
308	24	24013	30824013	San Luis Potosí	Ciudad Valles	Ciudad Valles	3
310	24	24020	31024020	San Luis Potosí	Matehuala	Matehuala	3
314	25	25001	31425001	Sinaloa	Ahome	Los Mochis	3
315	25	25006	31525006	Sinaloa	Culiacán	Culiacán Rosales	3
319	25	25011	31925011	Sinaloa	Guasave	Guasave	3
321	25	25012	32125012	Sinaloa	Mazatlán	Mazatlán	3
323	25	25015	32325015	Sinaloa	Salvador Alvarado	Guamúchil	3
326	26	26002	32626002	Sonora	Agua Prieta	Agua Prieta	3
327	26	26017	32726017	Sonora	Caborca	Heroica Caborca	3
329	26	26030	32926030	Sonora	Hermosillo	Hermosillo	3
333	26	26042	33326042	Sonora	Navojoa	Navojoa	3
334	26	26043	33426043	Sonora	Nogales	Heroica Nogales	3
335	26	26048	33526048	Sonora	Puerto Peñasco	Puerto Peñasco	3
336	26	26055	33626055	Sonora	San Luis Río Colorado	San Luis Río Colorado	3
344	28	28021	34428021	Tamaulipas	El Mante	Ciudad Mante	3
348	28	28041	34828041	Tamaulipas	Victoria	Ciudad Victoria	3
361	30	30141	36130141	Veracruz de Ignacio de la Llave	San Andrés Tuxtla	San Andrés Tuxtla	3
